sessionId,askAnswerId,machineId,configId,audioUrl,question,answer,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,isMentionedBrandsInKM,quickReplyLevel,quickReplyParentTitle,questionNumber,keyword,machineName
1782823525207,1782824151485,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,sp,SPARSHA is a beauty clinic offering beauty and wellness services. <break/> You can find it on the 1st floor of The Mall Lifestore Bangkapi. <break/> It’s a great spot if you want to relax and refresh your look! <break/> Let me know if you want more details. <break/>,en-US,,false,2026-06-30T12:55:49.755189+00:00,2026-06-30T12:55:53.558977+00:00,TranscriptionError,,,,,,2,,TheMall-002-M8-BKP-03
1782823525207,1782824141304,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Directory,You’re now at The Mall Life Store Bangkapi.<break/>Is there any store or brand you’d like to find? I can help you with that!,en-US,,false,2026-06-30T12:55:40.043880+00:00,2026-06-30T12:55:40.203437+00:00,Quick Reply,,,,1,quick reply: Directory,1,,TheMall-002-M8-BKP-03
1782823970878,1782824008499,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=e949118864c7c5c2d616f233be570a2a, can you show me where does the United States sushi shop is,"Shinkanzen Sushi is located on the 3rd floor <break/> of The Mall Lifestore Bangkapi. <break/> It is a restaurant serving sushi and Japanese cuisine. <break/> If you want to visit, just head to the 3rd floor and enjoy some delicious Japanese food! <break/> Let me know if you want more details. <break/>",en-US,true,false,2026-06-30T12:53:27.997317+00:00,2026-06-30T12:53:33.794267+00:00,Map and Navigation,Sushi,,,,,2,,TheMall-001-M8-BKP-01
1782823970878,1782823979733,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=ebe0a071d816385f6a84b4cb47291cb1, hello hello hello hello hello hello,My name is M-Agent. <break/> I'm happy to help you. <break/> What can I assist with? <break/>,en-US,true,false,2026-06-30T12:52:59.541138+00:00,2026-06-30T12:53:04.280542+00:00,TranscriptionError,,,,,,1,,TheMall-001-M8-BKP-01
1782822384336,1782822410364,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=fdff21801ce1488aa13ff40a08076053, ร้านชาจีอยู่ชั้นไหน,CHAGEE อยู่ที่ชั้น G ค่ะ <break/> ที่ The Mall Lifestore Bangkapi <break/> เป็นร้านคาเฟ่และร้านอาหารที่มีเครื่องดื่มและอาหารหลากหลายให้เลือกค่ะ <break/> สะดวกมากถ้าคุณอยากนั่งพักหรือทานอะไรอร่อย ๆ ค่ะ <break/>,th-TH,,false,2026-06-30T12:26:50.011976+00:00,2026-06-30T12:26:55.104771+00:00,Map and Navigation,Shop Specific,CHAGEE,,,,2,,TheMall-002-M8-BKP-03
1782822384336,1782822389152,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=22363ac76af300cfec4684b07eead17f, ชาตรีชั้นไหน,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับชาตรีที่ The Mall Bangkapi ค่ะ <break/> ถ้าฉันเข้าใจคำถามของคุณผิดพลาด กรุณาถามอีกครั้งค่ะ <break/>,th-TH,false,true,2026-06-30T12:26:28.561385+00:00,2026-06-30T12:26:38.699233+00:00,Map and Navigation,Floor Information,,,,,1,,TheMall-002-M8-BKP-03
1782822276256,1782822277851,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Special Privilege,"""“You’re currently at The Mall Lifestore Bangkapi.<break/>Discover special privileges waiting for you across the mall.<break/>Would you like to see participating stores?”""",en-US,,false,2026-06-30T12:24:36.534083+00:00,2026-06-30T12:24:36.850157+00:00,Quick Reply,,,,1,quick reply: Special Privilege,1,,TheMall-002-M8-BKP-03
1782817081691,1782822166276,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Directory,You’re now at The Mall Life Store Bangkapi.<break/>Is there any store or brand you’d like to find? I can help you with that!,en-US,,false,2026-06-30T12:22:45.293465+00:00,2026-06-30T12:22:49.082406+00:00,Quick Reply,,,,1,quick reply: Directory,1,,TheMall-005-M8-BKP-02
1782818059506,1782818065450,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=7aabefc088cb721a2cd0f8fef50725f9, hello,My name is M-Agent. <break/> I'm happy to help you. <break/> What can I assist with? <break/>,en-US,,false,2026-06-30T11:14:25.349997+00:00,2026-06-30T11:14:29.042910+00:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1782818049147,1782818050095,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.<break/>There are currently coffee and tea drink promotions available within the mall.<break/>Would you like me to recommend participating stores?""",en-US,,false,2026-06-30T11:14:09.005139+00:00,2026-06-30T11:14:09.525407+00:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1782811519827,1782817076534,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Directory,You’re now at The Mall Life Store Bangkapi.<break/>Is there any store or brand you’d like to find? I can help you with that!,en-US,,false,2026-06-30T10:57:55.455567+00:00,2026-06-30T10:57:55.774550+00:00,Quick Reply,,,,1,quick reply: Directory,1,,TheMall-005-M8-BKP-02
1782816140356,1782816154172,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,where is nail it tokyo,"Sorry, I couldn't find a Nail It Tokyo store here. <break/> But if you're looking for nail salons, we have some great options: <break/> MILK KIDS SALON & NAILS SALON on the 3M floor, <break/> AMANDA BEAUTY&NAIL on the 1st floor, <break/> CE-LEB SALON also on the 1st floor, <break/> NGAM TA on the M floor, <break/> and CUT & CURL on the M floor too. <break/> Would you like more details about any of these? <break/>",en-US,,true,2026-06-30T10:42:32.916403+00:00,2026-06-30T10:42:39.141313+00:00,Map and Navigation,Shop Specific,Nail It Tokyo,,,,1,,TheMall-002-M8-BKP-03
1782797785252,1782814967069,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=637606f072214cac7cc0c16a346cde45, no,"Okay, no problem! <break/> If you need any help or information later, just let me know. <break/> I'm here to assist you anytime! <break/>",en-US,,false,2026-06-30T10:22:47.242213+00:00,2026-06-30T10:22:51.672829+00:00,Misc,,,,,,2,,TheMall-001-M8-BKP-01
1782797785252,1782814949384,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.<break/>There are currently coffee and tea drink promotions available within the mall.<break/>Would you like me to recommend participating stores?""",en-US,,false,2026-06-30T10:22:28.915451+00:00,2026-06-30T10:22:29.299380+00:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-001-M8-BKP-01
1782811450081,1782811490466,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=13615e6c52241bc4aaeaae63da91d098, also,"I'm here to help you with any questions you have about The Mall Bangkapi. <break/> If you need information or assistance, just let me know! <break/> I'm happy to chat anytime. <break/>",en-US,,false,2026-06-30T09:24:49.365669+00:00,2026-06-30T09:24:53.920862+00:00,TranscriptionError,,,,,,3,,TheMall-005-M8-BKP-02
1782811450081,1782811469349,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=dc934ca0c413f9f097fd22976e56eba2, hello are you a big fat or are you a hippo or are you a girl or a boy okay,"I'm actually M-Agent, your friendly helper here at The Mall Bangkapi. <break/> I'm a girl, happy to assist you with any questions about the mall. <break/> What can I help you with today? <break/>",en-US,,false,2026-06-30T09:24:28.776194+00:00,2026-06-30T09:24:34.457494+00:00,Misc,,,,,,2,,TheMall-005-M8-BKP-02
1782811450081,1782811455232,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=8159082005a11624e2060e18006f281b, hello are you a big fat,"I'm not a Big Bag, but I'm M-Agent here to help you! <break/> If you want to know about bags or stores selling bags here, just ask me. <break/> I'm happy to assist! <break/>",en-US,,false,2026-06-30T09:24:14.212956+00:00,2026-06-30T09:24:19.439877+00:00,TranscriptionError,,,,,,1,,TheMall-005-M8-BKP-02
1782804482170,1782804559114,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=781e72eceeea301480eff3a3663ea133, play,"I'm sorry, I couldn't find information about ""play"" in The Mall Lifestore Bangkapi. <break/> If I misunderstood your question, please ask again. <break/>",en-US,,true,2026-06-30T07:29:18.268852+00:00,2026-06-30T07:29:23.578142+00:00,TranscriptionError,,,,,,3,,TheMall-002-M8-BKP-03
1782804482170,1782804528044,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,where is wc,"Restrooms (WC) are available on every floor of The Mall Lifestore Bangkapi. <break/> Here are the exact locations: <break/> On Floor M, near H&M and the Gourmet Market entrance in the middle zone. <break/> On Floor 1, close to Uniqlo and the Shoes & Bags department. <break/> On Floor 3, near the Bangkapi Cineplex zone and Starbucks. <break/> You can find them easily at these spots! <break/>",en-US,,false,2026-06-30T07:28:46.395445+00:00,2026-06-30T07:28:52.654210+00:00,Facilities,Restroom,,,,,2,,TheMall-002-M8-BKP-03
1782804482170,1782804497714,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,where is the bathroom,"I'm sorry, I couldn't find information about the location of the bathroom here. <break/> If I misunderstood your question, please ask again. <break/>",en-US,,true,2026-06-30T07:28:16.169618+00:00,2026-06-30T07:28:19.701053+00:00,Facilities,Restroom,,,,,1,,TheMall-002-M8-BKP-03
1782804456506,1782804460351,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Special Privilege,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ<break/>ค้นพบสิทธิพิเศษที่รอคุณอยู่ทั่วทั้งศูนย์การค้า<break/>คุณต้องการดูร้านค้าที่ร่วมรายการหรือไม่<break/>ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ""",th-TH,,false,2026-06-30T07:27:38.654009+00:00,2026-06-30T07:27:38.930386+00:00,Quick Reply,,,,1,quick reply: Special Privilege,1,,TheMall-002-M8-BKP-03
1782804432916,1782804439404,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=2f280f274b0f433d98303c29676ccee4, where is the bathroom,"I'm sorry, I couldn't find information about the location of the bathroom here. <break/> If I misunderstood your question, please ask again. <break/>",en-US,false,true,2026-06-30T07:27:18.047629+00:00,2026-06-30T07:27:22.608914+00:00,Facilities,Restrooms,,,,,1,,TheMall-002-M8-BKP-03
1782804409044,1782804414969,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=b2197a0768b9f79ff25ad28dac3599f6, what is the bathroom,"I'm sorry, I couldn't find information about the location of the bathroom in The Mall Bangkapi. <break/> If I misunderstood your question, please ask again. <break/>",en-US,,true,2026-06-30T07:26:53.994259+00:00,2026-06-30T07:27:01.301055+00:00,Facilities,Restrooms,,,,,1,,TheMall-002-M8-BKP-03
1782799370671,1782799398038,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=eab58b70ee39fb2a15c5804fc49165ec, ร้านกาแฟอยู่ไหน,"ร้านกาแฟที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ มีสองร้านค่ะ <break/>
ร้าน Cafe Amazon อยู่ที่ชั้น 2 ค่ะ <break/>
ส่วน Starbucks อยู่ที่ชั้น G (ชั้นล่าง) ค่ะ <break/>
คุณสามารถเลือกไปที่ร้านใดร้านหนึ่งตามความชอบได้เลยนะคะ <break/>",th-TH,true,false,2026-06-30T06:03:17.960202+00:00,2026-06-30T06:03:25.421370+00:00,Map and Navigation,Coffee Shop,,,,,2,,TheMall-002-M8-BKP-03
1782799370671,1782799373996,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ<break/>ขณะนี้มีโปรโมชั่นเครื่องดื่มกาแฟและชาภายในศูนย์การค้าค่ะ<break/>สนใจให้ฉันแนะนำร้านที่ร่วมรายการไหมคะ""",th-TH,true,false,2026-06-30T06:02:52.334857+00:00,2026-06-30T06:02:52.408756+00:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1782799367064,1782799367063,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ<break/>ขณะนี้มีโปรโมชั่นเครื่องดื่มกาแฟและชาภายในศูนย์การค้าค่ะ<break/>สนใจให้ฉันแนะนำร้านที่ร่วมรายการไหมคะ""",th-TH,,false,2026-06-30T06:02:45.922696+00:00,2026-06-30T06:02:46.350032+00:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1782794117491,1782797758569,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.<break/>There are currently coffee and tea drink promotions available within the mall.<break/>Would you like me to recommend participating stores?""",en-US,,false,2026-06-30T05:35:58.230408+00:00,2026-06-30T05:35:58.522906+00:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-001-M8-BKP-01
1782784016611,1782784021652,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: promotion,ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ<break/>ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ,th-TH,,false,2026-06-30T01:47:00.386855+00:00,2026-06-30T01:47:02.347766+00:00,Quick Reply,,,,1,quick reply: promotion,1,,TheMall-002-M8-BKP-03
1782743697668,1782743702652,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=46264939a7bf8899a699484346148400, 3 คนนี้ใครสวยสุด,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับเรื่องนี้ <break/> ถ้าฉันเข้าใจคำถามของคุณผิดพลาด กรุณาถามอีกครั้งค่ะ <break/>,th-TH,,true,2026-06-29T14:35:03.872816+00:00,2026-06-29T14:35:14.627117+00:00,Misc,,,,,,1,,TheMall-001-M8-BKP-01
1782743646660,1782743651052,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=b0697a3896c9b8acdcdf135351078435, who are you,My name is M-Agent. <break/> I'm happy to help you. <break/> What can I assist with? <break/>,en-US,false,false,2026-06-29T14:34:10.058819+00:00,2026-06-29T14:34:14.151651+00:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1782742841409,1782742848624,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.<break/>There are currently coffee and tea drink promotions available within the mall.<break/>Would you like me to recommend participating stores?""",en-US,,false,2026-06-29T14:20:47.506492+00:00,2026-06-29T14:20:50.936507+00:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1782740587638,1782740862030,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,4,"คุณสามารถแนะนำติชมได้ผ่านทางแชทเพจ Facebook ของห้างค่ะ <break/>
โดยแจ้งข้อมูลดังนี้นะคะ <break/>
1. วันที่และเวลาที่เกิดปัญหา <break/>
2. สาขาที่เกิดปัญหา <break/>
3. สถานที่ภายในห้างที่เกิดปัญหา <break/>
4. รูปภาพประกอบ (แนะนำให้มีค่ะ) <break/>
5. ใบเสร็จสินค้า กรณีสินค้ามีปัญหา (จำเป็นต้องใช้ค่ะ) <break/>
จากนั้นแอดมินจะรับเรื่องและประสานงานกับทีมที่เกี่ยวข้องให้ค่ะ <break/>
ถ้าคุณต้องการความช่วยเหลือเพิ่มเติม แจ้งได้นะคะ ยินดีช่วยค่ะ! <break/>",th-TH,true,false,2026-06-29T13:47:42.836095+00:00,2026-06-29T13:47:48.994893+00:00,TranscriptionError,,,,,,15,,TheMall-001-M8-BKP-01
1782740587638,1782740840445,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=09d73588ef2a53611d770ef1bcb8cd8f, สิ้นสุดการสนทนา,ขอบคุณมากค่ะที่แวะมาคุยกัน <break/> ถ้ามีอะไรให้ช่วยอีก ยินดีเสมอนะคะ <break/> ขอให้คุณมีวันที่ดีค่ะ!,th-TH,true,false,2026-06-29T13:47:21.858048+00:00,2026-06-29T13:47:25.546667+00:00,Out of Scope,,,,,,14,,TheMall-001-M8-BKP-01
1782740587638,1782740809549,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=e966d899c892c2b3bb75001214dce8ca, ผมสามารถแนะนำติชมได้ที่ไหนบ้าง,"คุณสามารถแนะนำติชมได้ผ่านทางแชทเพจ Facebook ของห้างค่ะ <break/>
โดยแจ้งข้อมูลดังนี้นะคะ <break/>
1. วันที่และเวลาที่เกิดปัญหา <break/>
2. สาขาที่เกิดปัญหา <break/>
3. สถานที่ภายในห้างที่เกิดปัญหา <break/>
4. รูปภาพประกอบ (แนะนำให้มีค่ะ) <break/>
5. ใบเสร็จสินค้า กรณีสินค้ามีปัญหา (จำเป็นต้องใช้ค่ะ) <break/>
จากนั้นแอดมินจะรับเรื่องและประสานงานกับทีมที่เกี่ยวข้องให้ค่ะ <break/>
ถ้าคุณต้องการความช่วยเหลือเพิ่มเติม แจ้งได้นะคะ ยินดีช่วยค่ะ! <break/>",th-TH,true,false,2026-06-29T13:46:51.022244+00:00,2026-06-29T13:46:57.595961+00:00,Feedback,,,,,,13,,TheMall-001-M8-BKP-01
1782740587638,1782740791670,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=f58ee8f43a8dbc3739dedfc04f18ea32, โปรดแจ้งให้ฝ่าย support ของคุณทราบด้วย,ขออภัยค่ะ ฉันไม่สามารถแจ้งฝ่าย Support ให้ได้โดยตรงนะคะ <break/> แต่ถ้าคุณต้องการความช่วยเหลือเพิ่มเติม สามารถติดต่อ M Card Call Center ที่เบอร์ 02-789-5555 ได้เลยค่ะ <break/> ยินดีช่วยเหลือคุณเสมอนะคะ!,th-TH,,true,2026-06-29T13:46:33.217971+00:00,2026-06-29T13:46:41.279612+00:00,Feedback,,,,,,12,,TheMall-001-M8-BKP-01
1782740587638,1782740772088,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=f32cc5ca002026f2225642b212d09b0d, โปรโมชั่นหมดยุคไปแล้วไม่ควรจะแจ้ง,ขอโทษจริง ๆ ค่ะที่แจ้งโปรโมชั่นที่หมดอายุไปแล้วให้คุณทราบ <break/> ฉันจะระมัดระวังมากขึ้นในการให้ข้อมูลโปรโมชั่นที่ยังใช้ได้จริงค่ะ <break/> ขอบคุณที่แจ้งให้ทราบนะคะ <break/> ถ้าคุณต้องการข้อมูลโปรโมชั่นปัจจุบันหรือช่วยเหลือเรื่องอื่น ๆ บอกได้เลยนะคะ <break/> ยินดีช่วยค่ะ!,th-TH,false,true,2026-06-29T13:46:13.403759+00:00,2026-06-29T13:46:19.559690+00:00,Feedback,,,,,,11,,TheMall-001-M8-BKP-01
