sessionId,askAnswerId,machineId,audioUrl,question,answer,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,quickReplyLevel,questionNumber,keyword,machineName
1774964738803,1774964803479,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/2256d86be4381ea371559a2a1ab0334b/1774964803479.wav,My friend wants to drink Cha Tra Mue. Where is this?,"Cha Tra Mue is located on the Basement Floor (BF) of The Mall Lifestore Tha Phra.
It's a gourmet food take-home shop, so you can easily find it there.
Enjoy your visit!",en-US,,false,2026-03-31T20:46:43.479+07:00,2026-03-31T20:46:49.744+07:00,Map and Navigation,Beverages,cha tra mue,,,,TheMall-004-M5-THA-01
1774964738803,1774964771188,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/2256d86be4381ea371559a2a1ab0334b/1774964771188.wav,"Hi, do you know who is King?","I'm sorry, I couldn't find information about ""King.""
If I misunderstood your question, please ask again. [interrupt]",en-US,,true,2026-03-31T20:46:11.189+07:00,2026-03-31T20:46:34.862+07:00,Misc,,,,,,TheMall-004-M5-THA-01
1774964738803,1774964743665,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,,quick reply: Coffee or Tea,"You are currently at The Mall Lifestore Tha Phra.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores? [interrupt]",en-US,,false,2026-03-31T20:45:43.665+07:00,2026-03-31T20:46:05.969+07:00,Recommendation,Beverages,,1,,,TheMall-004-M5-THA-01
1774962113408,1774964724121,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,,quick reply: promotion,"There are several great promotions available right now.
You can tap the cards below to see more details.",en-US,,false,2026-03-31T20:45:24.121+07:00,2026-03-31T20:45:25.291+07:00,Promotions,,,1,,,TheMall-004-M5-THA-01
1774964617052,1774964681828,52862bc1-4493-49fe-ba8f-6fdb4af31764,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774964681828.wav,"Okay, Krungsri Credit Card Promotion.",Krungsri Credit Card has several exciting promotions for you!,en-US,,false,2026-03-31T20:44:41.82837+07:00,2026-03-31T20:44:47.526731+07:00,Promotions,Credit Card,,,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774964617052,1774964656071,52862bc1-4493-49fe-ba8f-6fdb4af31764,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774964656071.wav,"I am no problem. I am fine, thank you, and you?","I'm doing well, thanks for asking!",en-US,,false,2026-03-31T20:44:16.071252+07:00,2026-03-31T20:44:21.92096+07:00,Misc,,,,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774964617052,1774964639112,52862bc1-4493-49fe-ba8f-6fdb4af31764,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774964639112.wav,What's your name?,My name is M-Agent.,en-US,,false,2026-03-31T20:43:59.112955+07:00,2026-03-31T20:44:03.133608+07:00,Misc,,,,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774964617052,1774964623732,52862bc1-4493-49fe-ba8f-6fdb4af31764,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774964623732.wav,Hello,Hello!,en-US,,false,2026-03-31T20:43:43.732126+07:00,2026-03-31T20:43:48.975513+07:00,Misc,,,,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774962494625,1774962499617,931f1948-b731-47a8-a4c2-bdd48d473584,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1774962499617.wav,ร้านข้าวผัด Lucky,"ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับร้านข้าวผัด Lucky
แต่ถ้าคุณกำลังมองหาร้านอาหารในโซนฟู้ดคอร์ทที่เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน
เรามีร้านอาหารหลายร้านที่น่าสนใจ เช่น
Rat Na Sawoei ที่ชั้น 6
Viet Cuisine ร้านอาหารเวียดนามที่ชั้น 6
Khua Thong Phet ที่ชั้น 6
Khao Mok Gai Mahanakorn ที่ชั้น 6
และ TORIMARU KARAAGE ร้านไก่ทอดญี่ปุ่นที่ชั้น 6 ค่ะ
คุณสนใจข้อมูลร้านไหนเพิ่มเติมไหมคะ?",th-TH,,true,2026-03-31T20:08:19.617756+07:00,2026-03-31T20:08:31.854096+07:00,Shop Specific,Food & Beverage,,,,,TheMall-003-M6-NGW-01
1774962050702,1774962096227,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/2256d86be4381ea371559a2a1ab0334b/1774962096227.wav,"Nothing more, thank you.",end,en-US,,false,2026-03-31T20:01:36.227+07:00,2026-03-31T20:01:43.436+07:00,Misc,,,,,,TheMall-004-M5-THA-01
1774962050702,1774962057874,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/2256d86be4381ea371559a2a1ab0334b/1774962057874.wav,Is there Muji in this department store?,"Sorry, I couldn’t find any information about Muji here.
However, if you are looking for home goods or kitchenware, we have Patra on the 2nd floor, specializing in glassware and kitchenware.
Also, Prestige on the 2nd floor offers cookware and cooking utensils.
RCR on the 2nd floor has glassware and kitchenware too.
And MIDORI on the 2nd floor sells home textiles and household goods.
Would you like to know more about any of these stores?",en-US,true,true,2026-03-31T20:00:57.874+07:00,2026-03-31T20:01:08.682+07:00,Map and Navigation,Store Location,,,,,TheMall-004-M5-THA-01
1774960325425,1774960329367,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,,quick reply: Directory,ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ ท่าพระ นะคะ,th-TH,,false,2026-03-31T19:32:09.367+07:00,2026-03-31T19:32:09.609+07:00,Quick Reply,,,1,,,TheMall-004-M5-THA-01
1774960325425,1774960319704,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,,quick reply: Coffee or Tea,change_language,en-US,,false,2026-03-31T19:31:59.704+07:00,2026-03-31T19:32:05.442+07:00,Recommendation,Beverages,,1,,,TheMall-004-M5-THA-01
1774960292247,1774960296488,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,,quick reply: promotion,"There are several great promotions available right now.
You can tap the cards below to see more details.",en-US,false,false,2026-03-31T19:31:36.488+07:00,2026-03-31T19:31:37.823+07:00,Promotions,,,1,,,TheMall-004-M5-THA-01
1774958885903,1774958891167,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/2256d86be4381ea371559a2a1ab0334b/1774958891167.wav,ที่นี่มีเครื่องใช้ไฟฟ้าขายไหม,"ที่นี่มีเครื่องใช้ไฟฟ้าขายค่ะ
มีหลายร้านในโซน Power Mall ชั้น 2 ที่ The Mall Lifestore Tha Phra
เช่น LG, Toshiba, Panasonic, และ Hitachi",th-TH,,false,2026-03-31T19:08:11.167+07:00,2026-03-31T19:08:16.323+07:00,Shop Specific,Home Appliances,,,,,TheMall-004-M5-THA-01
1774958060469,1774958064651,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US,,false,2026-03-31T18:54:24.652+07:00,2026-03-31T18:54:25.343+07:00,Quick Reply,,,1,,,16f880a4-ccd9-41b6-a3ad-0f0075b649a2
1774958016239,1774958033644,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,,quick reply: Summer Cation M Cash Coupon and Free Bag Promotion,"ตอนนี้มีโปรโมชั่น Summer Cation ค่ะ
สำหรับ M Card สมาชิก สามารถรับ M Cash Coupon สูงสุดถึง 7,000 บาทเลยค่ะ
โดยมีเงื่อนไขการใช้จ่ายสะสมในห้างสรรพสินค้าในแต่ละวันดังนี้ค่ะ
- ใช้จ่าย 12,000 บาทขึ้นไป รับ M Cash Coupon 600 บาท
- ใช้จ่าย 30,000 บาทขึ้นไป รับ M Cash Coupon 1,800 บาท
- ใช้จ่าย 50,000 บาทขึ้นไป รับ M Cash Coupon 3,500 บาท (สำหรับ Scarlet M Card / Platinum M Card เท่านั้น)
นอกจากนี้ยังมีของแถมฟรีด้วยนะคะ
- ฟรี PUFFY BAG มูลค่า 490 บาท เฉพาะวันศุกร์-อาทิตย์
- ฟรี PUFFER BAG มูลค่า 890 บาท เฉพาะวันจันทร์-พฤหัสบดี
โดยต้องมียอดใช้จ่ายสะสมตามเงื่อนไขในแต่ละวันค่ะ
โปรโมชั่นนี้เริ่มตั้งแต่วันที่ 5 มีนาคม ถึง 28 เมษายน 2569 ค่ะ
และสามารถใช้สิทธิ์ได้ที่ The Mall Lifestore ทุกสาขา, The Mall Korat, Emporium, EmQuartier, EmSphere และ Paragon ค่ะ
ถ้าคุณสนใจรายละเอียดเพิ่มเติมหรือวิธีการรับสิทธิ์ แจ้งได้นะคะ
ยินดีช่วยค่ะ!",th-TH,,false,2026-03-31T18:53:53.645+07:00,2026-03-31T18:54:02.239+07:00,Quick Reply,,,2,,,16f880a4-ccd9-41b6-a3ad-0f0075b649a2
1774958016239,1774958020742,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,,quick reply: promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",th-TH,,false,2026-03-31T18:53:40.743+07:00,2026-03-31T18:53:41.856+07:00,Quick Reply,,,1,,,16f880a4-ccd9-41b6-a3ad-0f0075b649a2
1774957141338,1774957145206,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774957145206.wav,หาร้านขายยา,"ที่เดอะมอลล์บางแค คุณสามารถหาร้านขายยาได้ที่ชั้น G ค่ะ
มีร้าน PHARMAX อยู่ที่ชั้น G
และร้าน WATSONS ก็มีนะคะ อยู่ที่ชั้น G ด้วยค่ะ
นอกจากนี้ Healthy Center ก็มีขายยาและวิตามินที่ชั้น G ค่ะ
ถ้าคุณสนใจโปรโมชั่นของ LAB PHARMACY ก็มีที่ชั้น G เหมือนกันค่ะ
คุณสามารถไปที่ชั้น G เพื่อเลือกซื้อยาหรือผลิตภัณฑ์สุขภาพได้เลยค่ะ
มีอะไรให้ช่วยเพิ่มเติมไหมคะ?",th-TH,true,false,2026-03-31T18:39:05.206651+07:00,2026-03-31T18:39:16.687623+07:00,Shop Specific,Pharmacy,,,,,TheMall-002-M7-BKE-01
1774956401086,1774956453369,931f1948-b731-47a8-a4c2-bdd48d473584,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1774956453369.wav,ร้านเสริมความงามอยู่ชั้นไหน,"ร้านเสริมความงามในเดอะมอลล์ไลฟ์สโตร์ งามวงศ์วานมีหลายร้านค่ะ
- THE MORNING CARE CLINIC อยู่ชั้น 12
- THE VANICA EXCLUSIVE CLINIC อยู่ชั้น 7
- THE TOUCH CLINIC อยู่ชั้น 7
- DANAINUT CLINIC อยู่ชั้น 6
- AURA BANGKOK CLINIC อยู่ชั้น 6
คุณสนใจร้านไหนเป็นพิเศษไหมคะ?",th-TH,,false,2026-03-31T18:27:33.369718+07:00,2026-03-31T18:27:41.859562+07:00,Facilities,Beauty Salon,,,,,TheMall-003-M6-NGW-01
1774956401086,1774956418547,931f1948-b731-47a8-a4c2-bdd48d473584,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1774956418547.wav,ร้านก๋วยเตี๋ยวพระนครอยู่ชั้นไหน,"ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับร้านก๋วยเตี๋ยวพระนครในเดอะมอลล์ไลฟ์สโตร์ งามวงศ์วานค่ะ
แต่ถ้าคุณสนใจก๋วยเตี๋ยว เรามีร้านอื่นๆ ที่น่าสนใจอยู่ชั้น 6 ค่ะ เช่น
- Ann Guay Tiew Kua Gai
- Kuay Jap Sam Tum
- Kha Mu Nakhon Pathom
- Samphao Thong Spicy Tom Yum Noodles
- Anusawari Chai Boat Noodle
คุณต้องการทราบข้อมูลร้านไหนเพิ่มเติมไหมคะ?",th-TH,,true,2026-03-31T18:26:58.547209+07:00,2026-03-31T18:27:09.585578+07:00,Map and Navigation,Restaurant,,,,,TheMall-003-M6-NGW-01
1774956401086,1774956405888,931f1948-b731-47a8-a4c2-bdd48d473584,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1774956405888.wav,สวัสดี,"สวัสดีค่ะ
มีอะไรให้ช่วยไหมคะ?",th-TH,,false,2026-03-31T18:26:45.88887+07:00,2026-03-31T18:26:50.561621+07:00,Misc,,,,,,TheMall-003-M6-NGW-01
1774956013539,1774956017920,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774956017920.wav,แลกเงินที่ไหนคะ,"ที่เดอะมอลล์บางแค คุณสามารถไปที่โซนธนาคารได้ค่ะ
โซนนี้ตั้งอยู่ที่ชั้น 3
มีบริการธนาคารและตู้เอทีเอ็มหลายแห่ง
ซึ่งน่าจะช่วยเรื่องแลกเงินหรือบริการทางการเงินอื่นๆ ได้ค่ะ
ถ้าคุณต้องการความช่วยเหลือเพิ่มเติม แจ้งได้นะคะ",th-TH,,false,2026-03-31T18:20:17.920897+07:00,2026-03-31T18:20:25.592757+07:00,Facilities,Currency Exchange,,,,,TheMall-002-M7-BKE-01
1774946841615,1774955844018,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,,quick reply: promotion,end,en-US,,false,2026-03-31T18:17:24.018286+07:00,2026-03-31T18:17:31.768395+07:00,Quick Reply,,,1,,,TheMall-001-M8-BKP-01
1774956013539,1774955086981,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,,"Thank you, goodbye.",change_language,en-US,,false,2026-03-31T18:04:46.981349+07:00,2026-03-31T18:20:13.547424+07:00,,,,,,,TheMall-002-M7-BKE-01
1774955040661,1774955073624,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774955073624.wav,Do you have a boyfriend?,"I don't have a boyfriend.
My name is M-Agent.
I'm happy to help you.
What can I assist with? [interrupt]",en-US,,false,2026-03-31T18:04:33.624281+07:00,2026-03-31T18:04:43.761658+07:00,Out of Scope,,,,,,TheMall-002-M7-BKE-01
1774955040661,1774955055297,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774955055297.wav,How are you today?,interrupt,en-US,,false,2026-03-31T18:04:15.29787+07:00,2026-03-31T18:04:29.528583+07:00,Misc,,,,,,TheMall-002-M7-BKE-01
1774955040661,1774955043878,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,https://amity-merlin-downloadable.s3.amazonaws.com/audios/39a29ac50e1bc61b19d54c1c016c038f/1774955043878.wav,Good afternoon.,"Good afternoon!
How can I assist you today? [interrupt]",en-US,,false,2026-03-31T18:04:03.878798+07:00,2026-03-31T18:04:12.040705+07:00,Misc,,,,,,TheMall-002-M7-BKE-01
1774954848909,1774954861591,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/2256d86be4381ea371559a2a1ab0334b/1774954861591.wav,I'm gay.,"Thank you for sharing that with me.
If you have any questions or need information about The Mall Tha Phra, feel free to ask!",en-US,,false,2026-03-31T18:01:01.591+07:00,2026-03-31T18:01:07.696+07:00,Misc,,,,,,TheMall-004-M5-THA-01
1774953766841,1774953789619,52862bc1-4493-49fe-ba8f-6fdb4af31764,,M Point Drink Discount,"There are several M Point drink discount promotions for coffee and tea here!
For Kamu, you can get a 20 Baht discount by redeeming 160 M Points at all participating Kamu branches nationwide starting from March 19, 2026, until December 31, 2026.
If you visit Kamu branches inside The Mall Group shopping centers, you can redeem 140 M Points for the same 20 Baht discount on any drink menu.
At Alto Coffee Roasters in The Mall Lifestore Bangkae, redeem just 1 M Point to get a 50% discount on selected drinks like Americano, Caffe Latte, and Thai Milk Tea.
All these offers are valid through 2026, so you have great options to enjoy your coffee or tea with M Points!
Would you like details on how to redeem?",en-US,,false,2026-03-31T17:43:09.619717+07:00,2026-03-31T17:43:16.846263+07:00,Promotions,,,,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953766841,1774953769993,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: Coffee and Tea,"""You are currently at The Mall Lifestore Bangkae.
There are currently coffee and tea drink promotions available within the mall.",en-US,,false,2026-03-31T17:42:49.993332+07:00,2026-03-31T17:42:50.794185+07:00,Quick Reply,,,1,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953737433,1774953749827,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: Oh! Juice Friday Free Day Buy 1 Get 1 Free,"The Oh! Juice Friday Free Day promotion lets you exchange 1 M Point to get a Buy 1 Get 1 Free offer on drinks at Oh! Juice.
This offer is available every Friday starting from 10:00 AM.
The promotion runs from March 19, 2026, to December 25, 2026.
You need to be an M Card member and redeem 1 M Point through the M Card application to enjoy this deal.
It's a great way to enjoy two drinks for the price of one on Fridays!
Would you like to know where Oh! Juice is located in the mall?",en-US,,false,2026-03-31T17:42:29.827716+07:00,2026-03-31T17:42:37.917994+07:00,Quick Reply,,,2,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953737433,1774953740279,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: Coffee and Tea,"""You are currently at The Mall Lifestore Bangkae.
There are currently coffee and tea drink promotions available within the mall.",en-US,,false,2026-03-31T17:42:20.279878+07:00,2026-03-31T17:42:21.027654+07:00,Quick Reply,,,1,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953717807,1774953722137,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: M Card 1 M Point Privilege,"สิทธิพิเศษ M Card 1 M Point คือคุณสามารถใช้ 1 M Point แลกรับสิทธิพิเศษและความสุขจากหลากหลายแบรนด์ได้ค่ะ
สิทธิ์นี้สำหรับสมาชิก M Card เท่านั้นนะคะ
เริ่มใช้สิทธิ์ได้ตั้งแต่วันที่ 19 มีนาคม 2026 ถึง 31 ธันวาคม 2026 ค่ะ
คุณสามารถแลกผ่านแอปพลิเคชัน M Card ได้เลยค่ะ
ถ้าคุณอยากทราบรายละเอียดเพิ่มเติมหรือวิธีแลกสิทธิ์ ฉันช่วยได้ค่ะ",th-TH,,false,2026-03-31T17:42:02.137147+07:00,2026-03-31T17:42:08.347752+07:00,Quick Reply,,,2,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953717807,1774953719400,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: Special Privilege,ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางแค นะคะ,th-TH,,false,2026-03-31T17:41:59.400116+07:00,2026-03-31T17:41:59.970847+07:00,Quick Reply,,,1,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953605079,1774953677415,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: Oh! Juice Friday Free Day Buy 1 Get 1 Free,"The Oh! Juice Friday Free Day promotion lets you exchange 1 M Point to get a Buy 1 Get 1 Free offer on drinks at Oh! Juice.
This offer is available every Friday starting from 10:00 AM.
The promotion runs from March 19, 2026, until December 25, 2026.
To redeem, you need to use the M Card application and have at least 1 M Point.
Enjoy your drinks with this great deal!
Would you like to know about other stores participating in this Friday Free Day offer?",en-US,,false,2026-03-31T17:41:17.415752+07:00,2026-03-31T17:41:23.349106+07:00,Quick Reply,,,2,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953605079,1774953673906,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: Coffee and Tea,"""You are currently at The Mall Lifestore Bangkae.
There are currently coffee and tea drink promotions available within the mall.",en-US,,false,2026-03-31T17:41:13.907091+07:00,2026-03-31T17:41:14.989372+07:00,Quick Reply,,,1,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
1774953557831,1774953569919,52862bc1-4493-49fe-ba8f-6fdb4af31764,,quick reply: D'Oro M Point Drink Discount,"โปรโมชั่น D'Oro M Point Drink Discount คือคุณสามารถแลก 120 M Points เพื่อรับส่วนลด 20 บาท เมื่อซื้อเครื่องดื่มเมนูใดก็ได้ที่ D'Oro ค่ะ
โปรโมชั่นนี้เริ่มตั้งแต่วันที่ 19 มีนาคม 2026 ถึง 31 ธันวาคม 2026
ใช้ได้ที่สาขา D'Oro ทุกสาขาที่ร่วมรายการทั่วประเทศค่ะ
นอกจากนี้ยังมีโปรโมชั่นแลก 600 M Points เพื่อรับเครื่องดื่มฟรี 1 แก้ว ที่ D'Oro ด้วยนะคะ
ถ้าคุณสนใจ ฉันสามารถช่วยแนะนำวิธีแลกคะแนน M Point ได้ค่ะ",th-TH,,false,2026-03-31T17:39:29.919073+07:00,2026-03-31T17:39:38.074044+07:00,Quick Reply,,,2,,,52862bc1-4493-49fe-ba8f-6fdb4af31764
